 uniform	制服
"We have established visual contact with a ship of Sarien origin," says the droid. "The name Deltaur is confirmed. You might consider the fact that we are in danger by being anywhere near this ship. I hope you didn't waste money on the extended warranty when you purchased me."	「我們已經目視接觸到一艘沙利安人的船艦，」機器人說。「船名確認是代爾它號。你該考慮一下，我們待在這艘船附近有多危險。希望你買我的時候沒有多花錢加保延長保固。」
"I will slow our approach and stand off at a safe distance."	「我會放慢接近速度，在安全距離外停下。」
"Hang on, Sir! We are headed into an asteriod field."	「抓緊了，長官！我們正要進入小行星帶。」
That was mighty close!	剛剛真的是好險！
Please remain seated and keep your hands inside while the vehicle is moving.	本載具行進中，請坐好，雙手不要伸出去。
Darn, %s1. Upon exiting the ship, you find that you have no means of maneuvering and are subject to the whims of inertia and gravity. You quickly learn the true meaning of helplessness as death has its way with you.	該死，%s1。你一離開船艙才發現自己完全沒辦法操控方向，只能任憑慣性與重力擺布。你很快就體會到什麼叫做真正的無助——因為死神馬上找上你了。
Before you lies the Sarien battle cruiser, Deltaur. An imposingly massive ship. Now you understand why the Arcada was so easily overtaken. Your first instinct is to turn the ship around and head for home. But, then you realize that unless you do something to try to stop the Sariens, there will be no home.	你眼前是沙利安人的戰鬥巡洋艦，代爾它號，一艘氣勢驚人的龐然大物。你這下終於懂阿寇達號為什麼會這麼輕易就被攻陷了。你的第一反應是把船掉頭回家，但轉念一想，如果不做點什麼阻止沙利安人，恐怕就再也沒有家可回了。
Before leaving the safety of your ship, you instruct the little droid to set a course for Xenon, where you will rendezvous later. Providing, of course, that you are successful in carrying out your mission. Once again, you are on your own.	在離開船艙的安全庇護之前，你吩咐小機器人把航線設回氙星，之後你們會在那裡會合——當然，前提是你順利完成任務。你又只能靠自己了。
You are not close enough to perform that act.	你離得不夠近，做不了這個動作。
You grasp the large handle and twist, noting the rather significant amount of pain being registered. You are extremely grateful to hear a click.	你抓住那個大把手用力一轉，痛得不輕，你很慶幸聽到「喀」的一聲。
It is already turned.	已經轉過了。
You are floating in space just outside the biggest darn spaceship you've ever seen. You see a door. Perhaps it is a way in?	你正漂浮在太空中，就在你這輩子看過最誇張的一艘太空船外面。你看到一扇門，也許是個入口？
It appears to be a standard airlock.  There is a handle in the center.	看起來是標準氣密艙，中央有一個把手。
You can't see it from here!	從這裡看不到！
That's up to you!	這就看你了！
Are you crazy? You'd make a funny looking asteroid. Keep the jetpack on!	你瘋了嗎？你會變成一顆很滑稽的小行星喔。噴射背包別脫下來！
You see a room inside the spaceship which appears to be empty.	你看到太空船裡有一個房間，看起來是空的。
You can't see into the window from where you are.	你站的位置看不進窗戶裡面。
The inhabitants of this vessel don't appear to appreciate your desire to sight-see. You have been transformed into space dust.	這艘船上的住客顯然不欣賞你到處觀光的興致，你已經被轟成太空塵埃了。
My, aren't you the clumsy one. Because of your inability to walk without falling on your face, your helmet is now riding the elevator without you. You've blown your cover. The Sariens are sure to shoot first and ask questions later.	哎呀，你還真是笨手笨腳。你連好好走路都會跌個狗吃屎，結果頭盔自己搭電梯走了，留你在這裡。你的偽裝穿幫了，沙利安人肯定會先開槍再問問題。
Your are in one of the Deltaur's many corridors.  There is an elevator here.	你在代爾它號眾多走廊的其中一條，這裡有一部電梯。
You look at the wall and admire the Sarien architecture.  They may be scum, but they build a good spaceship.	你看著牆壁，欣賞沙利安人的建築工藝。他們雖然是人渣，但船倒是造得不錯。
You see nothing special about the elevator.	這部電梯沒什麼特別的。
It isn't here. If you wanted it, you should have held onto it!	它不在這裡。想要的話，你早該把它抓緊才對！
You are in a corridor aboard the Sarien ship.	你在沙利安人船艦上的一條走廊裡。
It's already in there.	已經在裡面了。
That has no effect.	這樣做沒有效果。
You already have one.	你已經有一個了。
The guard has nothing else of any interest.	這名守衛身上沒有其他值得注意的東西。
You seem to have found a remote control device of some sort. It has only one button, labeled "ON/OFF"	你好像找到了某種遙控裝置，上面只有一個按鈕，標著『開∕關』
Not now.	現在不行。
By pressing the button, you have deactivated the force field which surroundsthe generator.	按下按鈕後，你關閉了包圍著產生器的力場。
The force field which surrounds the Star Generator prevents you from getting any closer.	包圍著星辰產生器的力場擋住你，讓你沒辦法再靠近。
That can't be done while standing here.	站在這裡沒辦法做這件事。
The gas grenade has done its job. The guard is now unconscious. Well done, %s1.	瓦斯手榴彈成功了，守衛已經昏過去了。幹得好，%s1。
The force field has been shut down.	力場已經關閉了。
It is already on.	已經是開著的了。
You are on an elevated walkway inside an enormous chamber.  Peering over the railing, you see the stolen Star Generator.	你站在一座巨大艙室裡的高架走道上，越過欄杆望去，你看到那台被偷走的星辰產生器。
You are inside an enormous chamber. Before you stands the stolen Star Generator.	你在一座巨大的艙室裡，眼前立著那台被偷走的星辰產生器。
The walkway spans across the massive chamber to another entryway.	這條走道橫跨整座巨大艙室，通往另一個入口。
The entryway leads into another room.	這個入口通往另一個房間。
There is no door here.  Are you blind?	這裡沒有門，你是瞎了嗎？
You can't see it very well from up here.	從這麼高的地方，你看不太清楚。
Before you stands the Star Generator. You find it hard to believe that this contraption could save or destroy an entire galaxy.	星辰產生器就立在你眼前。你很難相信這台機器居然能拯救、也能毀滅整個銀河系。
Don't you have anything better to do than to stand around and look at walls?	你就沒有更好的事情做，非得站在這裡看牆壁不可嗎？
He's a gonner!  You never realized how ugly these Sariens were until now.	死翹翹了！你這才發現，這些沙利安人原來這麼醜。
He appears to be dead.	他看起來死透了。
At the base of the Star Generator is a control panel of some sort.	星辰產生器底座有個像是控制面板的東西。
The force field around the generator stops you from reaching the control panel.	產生器周圍的力場擋著你，讓你碰不到控制面板。
If you started the force field from this close, you would be immediately vaporized. The universe would lose its most valuable janitor! Perhaps you should reconsider.	如果你在這麼近的地方啟動力場，會立刻被汽化掉。宇宙會因此失去最寶貴的清潔工！你可能該三思。
It is permanently attached to the floor.	它整個焊死在地板上，動不了。
Just the thought makes your toes hurt!	光用想的，你的腳趾就痛了起來！
You are too far away to see it from here.	你離得太遠，從這裡看不清楚。
The Star Generator's force field is off.	星辰產生器的力場已經關閉。
There is nothing special about it, except for the Star Generator it holds.	它沒什麼特別的，只不過裡面裝著星辰產生器。
Suddenly, the force field protecting the Star Generator disappears.	突然間，保護星辰產生器的力場消失了。
You have reactivated the force field.	你把力場重新啟動了。
Too late! The guard has already noticed you.	太遲了！守衛已經發現你了。
The guard is already dead. You have only yourself to harm.	守衛早就死了，你這樣做只會傷到自己而已。
You gather up a nice mouth full and let it fly. Unfortunately, you forgot you were wearing a helmet. The warm saliva oozes down the side of your face. You feel rather stupid.	你含了滿滿一口口水吐出去，可惜你忘了自己戴著頭盔。溫熱的口水順著臉頰流下來，你覺得自己蠢斃了。
You gather up a nice mouthful and let it fly. Fortunately, you missed the guard. Can't you find something more constructive to do, %s1?	你含了滿滿一口口水吐出去，幸好沒吐中守衛。%s1，你就不能做點正經事嗎？
The Star Generator has come alive. The heat that this thing is starting to generate tells you that it's time to blow this taco stand!	星辰產生器啟動了。它開始散發的熱度告訴你，該閃人了！
"Welcome to the Weapons dispensary. I will assist you. Please supply me with your identification card."	「歡迎光臨武器發放處，我來為您服務。請出示您的識別卡。」
"Your rank allows you to bear 1 Pulseray unit. Remember, no firing in the ship. Have a nice day."	「您的階級可以配發一把雷射槍，記得不要在艦內開槍，祝您有美好的一天。」
There is no need for that at this time.	現在沒有必要這麼做。
"Excuse me. I shall retrieve your weapon."	「不好意思，我這就把武器收回。」
You don't have that to %w1.	你沒有那樣東西可以%w1。
There is nothing to get.	沒有東西可以拿。
I am sorry. You may not possess that device. That would be punishable by death.	很抱歉，你不可以持有那個裝置，這是死罪。
I warned you.	我警告過你了。
Rows of weapons on the wall tell you that you are in the Deltaur's armory. There is a service droid behind the weapons issue counter.	牆上一排排的武器，告訴你這裡是代爾它號的軍械庫。武器發放櫃檯後面站著一台服務機器人。
There is now only one gas grenade on the counter.	櫃檯上現在只剩一顆瓦斯手榴彈。
It is just an ordinary counter.	只是個普通的櫃檯。
There are two gas grenades sitting on the right side of the counter.	櫃檯右側放著兩顆瓦斯手榴彈。
He is watching you very closely.  You had better play it cool.	他正緊盯著你，你最好裝得若無其事。
The Service Droid sees you eyeing the laser weapons on the wall and informs you that they are not available to G.I. personnel such as yourself.	服務機器人注意到你在打量牆上的雷射武器，告訴你像你這種大兵是拿不到的。
The Service Droid sees you eyeing the gas grenades on the counter and informs you that they are not available to G.I. personnel such as yourself.	服務機器人注意到你在打量櫃檯上的瓦斯手榴彈，告訴你像你這種大兵是拿不到的。
Very funny!	很好笑喔！
Sorry. My records indicate that a weapon has already been signed out in your name.	抱歉，我的紀錄顯示你名下已經領過一把武器了。
The droid looks you over and responds, "Sorry, only one weapon per person."	機器人打量了你一下，回答：「抱歉，每人限領一把武器。」
Silly human, you know that droids are not programmed for chit-chat!	笨人類，你也知道機器人才沒有被設定成要跟你閒聊！
The droid explains as he eliminates you that he is very sorry that you are incapable of remembering that you already own a gun, but that of course he has many customers to deal with and you really are a nuisance. Before you can reply to this, you realize that you no longer have the relevant body parts with which to reply. Your last seconds of agony are spent hearing the phrase, "Next please."	機器人一邊解決掉你，一邊解釋說很遺憾你連自己已經有槍這件事都記不住，不過他還有很多客人要應付，你實在有點煩人。你還來不及回話，就發現自己已經沒有能拿來回話的身體部位了。你痛苦的最後幾秒，聽到的是那句：「下一位。」
The droid explains that although he is not programmed for death, he considers it extremely rude to fire your weapon indoors. He cautions you against doing so again.	機器人解釋說，雖然他沒有被設定成要致人於死，但他認為在室內開槍非常沒禮貌，並警告你以後別再這樣。
He did warn you!	他確實警告過你了！
There are no Sariens here! Perhaps you mean to speak with the Droid?	這裡沒有沙利安人！你是不是想找機器人講話？
"Stop, thief!" shouts the Droid as he notices you sneaking out suspiciously and observes that a gas grenade has been taken. Before you can explain that you were just taking it outside for a better look, the Droid evaporates you.	機器人注意到你鬼鬼祟祟溜出去，還發現少了一顆瓦斯手榴彈，於是大喊：「站住，小偷！」你還來不及解釋自己只是想拿出去看清楚一點，機器人就把你蒸發掉了。
You already have the pulseray.	你已經有雷射槍了。
Are you crazy!!! If the droid catches you with the stolen grenade, you're dead meat!	你瘋了嗎！！！要是被機器人抓到你身上有偷來的手榴彈，你就死定了！
You do not possess a valid Sarien I.D. card.	你沒有有效的沙利安人識別卡。
Press F6 when you want to fire the Pulseray.	想開雷射槍的時候按 F6。
Open the door first.	先把門打開。
Somehow, you manage to survive the rinse cycle. As you emerge from the cleaning unit you notice that you are dressed in a Sarien battle uniform. What a stroke of genius. Now you can wander throughout the ship without calling attention to yourself.	不知怎地，你居然撐過了沖洗程序。從洗衣機裡爬出來時，你發現自己已經換上了一身沙利安人戰鬥服。這下真是神來一筆，你現在可以在艦上到處閒晃，不怕引人注意了。
You certainly don't want to do that again! You've got lives to save!	你絕對不會想再做一次！你還有小命要保住呢！
You hear footsteps coming from outside the door!	你聽到門外傳來腳步聲！
Too late!	太遲了！
It's not open.	它沒開。
It`s already open.	它已經開了。
It's already closed.	它已經關了。
That would not be beneficial.	那樣做沒有好處。
It won't budge.	它動都不動。
You are in the ship's laundry facilities.	你在船上的洗衣間。
The door is closed.	門是關著的。
On the north wall there appears to be a large laundry cleaning unit.	北牆邊似乎有一台大型洗衣機。
The laundry cleaning unit is not being used at this time.	這台洗衣機目前沒有在使用。
The window on the door is too dirty to see inside.	門上的窗戶太髒了，看不到裡面。
You are not close enough to see inside.	你離得不夠近，看不到裡面。
Just as you open the door, you suddenly hear the sound of footsteps coming.	你才剛把門打開，就突然聽到腳步聲靠近。
Someone might be coming.  You don't have time to be standing around.	可能有人要來了，你沒時間杵在這裡發呆。
It's a little big, but it will have to do.	是大了一點，但將就著用吧。
It looks high.	看起來滿高的。
It is completely dark on the other side of the vent.	通風口的另一側一片漆黑。
Well %s1, it certainly appears as though you're about to become all washed up!	這下好了，%s1，看來你就要被洗個徹底啦！
You don't know how.	你不知道該怎麼做。
It's too late to hide! You hear someone coming!	躲已經來不及了！你聽到有人過來了！
It's awfully wet in here.	這裡濕得要命。
The door is open.	門是開著的。
It is too dark inside the trunk to see anything.	箱子裡太暗了，什麼都看不見。
It is too dark to make out any detail.	太暗了，看不清楚任何細節。
It seems no different than all the other doors aboard this ship.	這扇門看起來跟艦上其他門沒兩樣。
It has a small sign on it.	上面掛著一張小標示牌。
Out of Order.	故障中。
How?	怎麼做？
Seen one door, seen them all.	看過一扇門，就等於看過全部的門。
Emergency Exit. Luckily for you, the elevator has been repaired.	緊急出口。算你走運，電梯已經修好了。
You are aboard the Sarien spaceship. There are two elevators here.	你在沙利安人的太空船上，這裡有兩座電梯。
There are two elevators along the back wall.	後牆邊有兩座電梯。
You are wandering through the Sarien spaceship.	你正在沙利安人的太空船裡四處閒晃。
It is just another elevator.	只是另一座電梯而已。
These Sariens are scum, but they sure know how to build a spaceship.	這些沙利安人雖然是人渣，但太空船倒是造得有一套。
Be careful! You hear footsteps and muffled voices from beyond the door.	小心點！你聽到門外傳來腳步聲和悶悶的說話聲。
The sounds have temporarily gone away.	那些聲音暫時消失了。
You have no need to do that.	你沒必要這麼做。
You peer through the small window in the door. You think you see someone standing in the hallway. Perhaps this isn't a good time to leave this part of the ship.	你從門上的小窗往外看，好像看到走廊上站著一個人。現在恐怕不是離開這一區的好時機。
You peer through the doorway and see a Sarien guard standing in the hallway. He does not look too friendly.	你從門口望出去，看到走廊上站著一名沙利安守衛，看起來不太好惹。
You hear strange voices coming toward you!	你聽到奇怪的說話聲正朝你靠近！
You climb into the trunk. The lid pounds shut above you.	你爬進箱子裡，蓋子在你頭頂重重蓋上。
You hear voices, muffled, then louder.	你聽到說話聲，先是悶悶的，接著越來越大聲。
You suddenly feel the trunk lift off	你忽然感覺到箱子被抬離
the deck and the sensation of	地面，還有一陣
movement.	晃動的感覺。
After a few minutes, the trunk thuds to	過了幾分鐘，箱子重重摔落
the floor, causing you to see stars in	地面，撞得你眼冒金星、一片
the darkness. The voices sound farther	漆黑。說話聲越來越遠
away, then gone.	最後完全消失。
You are standing in a large, empty room within the Sarien ship. On one wall is a vent.	你站在沙利安人太空船裡一間空蕩蕩的大房間，牆上有個通風口。
You are standing in a large, empty room within the Sarien ship. On one wall is a vent. There is some sort of trunk on the floor.	你站在沙利安人太空船裡一間空蕩蕩的大房間，牆上有個通風口，地上還放著一個像是箱子的東西。
Perhaps if you stood closer to the door.	也許你該站得離門近一點。
Against the back wall are several large pipes. On the left wall is a vent.	後牆邊立著幾根大水管，左牆上有個通風口。
You can't see into the vent from there.	你從那裡看不進通風口。
There doesn't seem to be anything special about the container.	這個容器看起來沒什麼特別的。
The door is tightly sealed.	門被緊緊封死了。
The door is not impressed.	門一點反應都沒有。
You are in a hallway aboard the Deltaur.	你在代爾它號的走廊上。
The walls are no different here than in the rest of the ship.	這裡的牆壁跟艦上其他地方沒什麼不同。
It is just an average door.	只是一扇普通的門。
"Bleep, Gurgle, Pop!" apologizes the strange robot as he pushes you aside.	「嗶嗶、咕嚕、啵！」奇怪的機器人一邊把你推到一旁，一邊這樣道歉。
You are in an airlock.	你在氣密艙裡。
"Snap, Crackle, Murphy," responds the little robot.	「喀啦、劈啪、Murphy，」小機器人這樣回答。
You're in an airlock! Don't you think you ought to wait until you enter the ship?	你人在氣密艙裡耶！你不覺得應該等進了船艙裡再說嗎？
The rude little robot just slammed the door in your face.	那個沒禮貌的小機器人直接當著你的面把門甩上。
You see no apparatus of any sort which would open the door.	你沒看到任何能打開這扇門的裝置。
The walls confirm your suspicion that Sariens have bad taste.	這牆壁證實了你的猜測：沙利安人的品味有夠差。
The squat, little maintenance droid sure makes a disgusting array of noises, doesn't he?	這個矮胖的小維修機器人真的很會發出一堆噁心的怪聲，對吧？
As you enter the Sarien ship, the airlock door seals itself behind you. You try to open it again, without any success. It appears that you are stuck here.	你一走進沙利安人的船艦，氣密艙門就自動在你身後封死了。你試著再打開它，但怎麼樣都不成功。看來你被困在這裡了。
That cannot be done from where you are.	你現在這個位置辦不到這件事。
You swiftly slip into the sleek ship. (Try to say that three times fast.)	你俐落地溜進這艘流線型的太空船。（不妨試著把這句話快速唸三遍。）
That act cannot be performed now.	這個動作現在辦不到。
You are in the shuttle launch bay aboard the Sarien ship.	你在沙利安人船艦上的接駁艇發射艙裡。
The ship is a one-man transport vessel.	這艘船是單人運輸艇。
You frantically search the control console for the "Launch" button. Aha! There it is.	你手忙腳亂地在控制台上找「發射」按鈕。啊哈！找到了。
You see nothing out of the ordinary about it.	你看不出它有什麼特別的地方。
Down below you see the spaceship's launch track.	你看到下方是太空船的發射軌道。
You don't have much time before this ship blows.	這艘船快要爆炸了，你沒剩多少時間。
The Deltaur has been blown to tiny fragments by the force of the Star Generator's blast. You have saved the lives of millions of your people, not to mention the lives of those in other systems. Don't get a big head.	代爾它號已經被星辰產生器爆炸的威力炸成碎片。你拯救了數百萬同胞的性命，更別提其他星系裡的生命了。不過別得意忘形。
Congratulations %s1, you've rid the universe of the evil Sariens and saved your people from certain doom. You're an all-around hero! You've made it home safely aboard the stolen Sarien craft, where you've encountered a cheering Xenon crowd. They have gathered together for a ceremony in your honor. The ceremony is already in progress.	恭喜你，%s1，你把邪惡的沙利安人趕出了宇宙，也把同胞從必死的命運中救了回來。你是徹頭徹尾的英雄！你開著偷來的沙利安人太空船平安回到家鄉，迎接你的是一群歡呼的氙星群眾。他們特地聚在一起為你舉辦了一場慶典，此刻典禮已經開始了。
As a token of appreciation, you are presented with a golden mop. "Thank you, %s1 for cleaning up our galaxy", says the Xenon leader.	為了表達謝意，他們送給你一把金色拖把。氙星的領袖說：「謝謝你，%s1，把我們的銀河系打掃乾淨了。」
Once a janitor always a janitor.	一日清潔工，終身清潔工。
Thank you for playing Space Quest	感謝你玩了《宇宙傳奇》
    Watch for Space Quest II	     敬請期待《宇宙傳奇II》
         Thank You	         謝謝大家
         The Sarien Fleet	            沙利安艦隊
         The Entire Human Race	                全體人類
 %s1, Galactic Warrior	     %s1，銀河戰士
Congratulations %s1, you've rid the universe of the evil Sariens and saved your people from certain doom. The Star Generator technology is safe inside the Data Cartridge. Now, a new Star Generator can be built and can carry out its original task - You're an all-around hero! You've made it home safely aboard the stolen Sarien craft, where you've encountered a cheering Xenon crowd. They have gathered together for a ceremony in your honor. The ceremony is already in progress.	恭喜你，%s1，你把邪惡的沙利安人趕出了宇宙，也把同胞從必死的命運中救了回來。星辰產生器的技術已經安全地保存在資料匣裡。現在可以重新打造一台星辰產生器，完成它原本的任務——你是徹頭徹尾的英雄！你開著偷來的沙利安人太空船平安回到家鄉，迎接你的是一群歡呼的氙星群眾。他們特地聚在一起為你舉辦了一場慶典，此刻典禮已經開始了。
F6 to Select Key	按 F6 選取按鍵
Invalid Code	代碼錯誤
By Two Guys From Andromeda	由仙女座雙傑製作
Version 2.2	版本 2.2
    Light-years from Earth's solar	         距離地球所在的太陽系
    system the people of the galaxy	        遠達數光年之外的厄爾農
    Earnon have been struggling to	         星系，居民們一直努力
     maintain the precious balance	            維持得來不易的
               of life.	              生命平衡。
   The Sun of Earnon is slowly dying.	     厄爾農星系的太陽正在慢慢死去。
    The planets grow cold.  Food is	          各行星逐漸冰冷。糧食
    no longer plentiful.  Life will	          不再充足。生命眼看
   soon become impossible to sustain.	           就要無法維持下去。
      The scientific community of	          氙星的科學界想出了
    Xenon devised a plan to convert	          一個辦法，要把厄爾農
       one of Earnon's lifeless	            星系裡一顆毫無
       planets into a new Sun.	    生機的行星，改造成新的太陽。
    The effort was centered around	          這項計畫的核心，是
     the development of a device	            研發一種名為
   called the Star Generator.  The	        「星辰產生器」的裝置。
 Star Generator would be capable of	         星辰產生器能把一顆
   igniting an otherwise useless	        原本毫無用處的行星
 planet into a raging ball of flame.	        點燃成一團熊熊烈焰。
   An expedition set out aboard the	          一支探勘隊搭乘星艦
   starship Arcada to successfully	        阿寇達號出發，要順利
      complete development and	          完成星辰產生器的
    testing of the Star Generator.	             研發與測試。
      The Arcada is now returning	          阿寇達號如今正帶著
    triumphantly to Xenon with the	         一台完全可運作的星辰
   fully operational Star Generator.	        產生器，凱旋歸向氙星。
You serve as a member of the crew of	你是阿寇達號的船員之一
     the Arcada as a janitor.	         ，職務是清潔工。
     That's right, a janitor.	        沒錯，就是清潔工。
     And not a very good one.  You	          而且還不是個稱職的
    would probably have been sacked	        清潔工。要不是阿寇達號
     and replaced were the Arcada	            離氙星有幾百萬
     not millions of kilometers	         公里遠，你早就被炒
             from Xenon.	            魷魚換人了。
    As we join our story, you have	         故事開始的這一刻，你
   just completed one of your famous	          剛在某間清潔用品儲藏
      on-shift naps in one of the	        室裡，睡完你那出了名的
      janitorial storage closets.	              上班偷懶覺。
Welcome Aboard Arcada	歡迎登上阿寇達號
To log on as a crew member	若要以船員身份登入
please enter your name below	請在下方輸入你的名字
(up to 18 characters):	（最多 18 個字元）：
First Name: 	名字： 
Roger Wilco	羅傑·威爾科
"What'll it be? I got beer and it's 2 buckazoids."	「要喝點什麼？我這邊有啤酒，一杯 2 枚太空幣。」
Your words find no audience.	你講的話沒人聽。
"That'll be $2.00. Thank you very much. Come again."	「那樣是 $2.00。謝謝惠顧，歡迎再來。」
The bartender is busy and cannot hear you.	酒保正忙著，沒空聽你講話。
"Hey! What are you trying to pull? What do you mean you can't pay? Take off before I have you fed to Grell."	「喂！你想幹嘛？什麼叫你付不出錢？滾遠一點，不然我讓你去餵格瑞爾。」
The beer tastes like carbonated Zipple sweat. However, considering recent events, you could learn to love it.	這杯啤酒喝起來像加了氣泡的吉波汗水。不過想想你最近經歷的那些事，你搞不好還會漸漸愛上這味道。
You can't drink something you don't have.	你沒有的東西，要怎麼喝？
"One at a time, Mac!"	「一個一個來，老兄！」
You're not close enough to play.	你離得不夠近，玩不到。
Sorry, someone is currently playing. Wait your turn.	抱歉，現在有人在玩，你得等等輪到你。
"Listen, Mac, I can't serve you any more. You're sledged! You better go sleep it off or something before you start making a public display of yourself."	「聽著，老兄，我不能再倒給你了。你已經醉茫茫了！你最好去找個地方睡一覺，免得在這裡出洋相。」
This is a seedy little place. Galactic riff-raff are seated at the bar. The bartender drops by occasionally to serve them. A band is cranking out some of the more popular tunes in the quadrant. There is a slot machine standing near the bar. You notice a sweeper in the lower corner of the room. It must get messy here. No one seems to notice or care that you have entered the bar.	這是家有點髒亂破舊的小酒館。吧檯坐著幾個銀河系裡的雜牌混混，酒保三不五時過去招呼他們一下。一支樂團正賣力演奏著這個星區最紅的幾首歌。吧檯旁擺著一台吃角子老虎。你注意到房間角落有台清潔機器人。看來這裡常常搞得一團亂。你走進酒吧，好像沒有人注意到、也沒有人在乎。
The walls are sporting a wonderful smoke finish such that the original color is a puzzle. There are cracks here and there which attest to the state of disrepair.	牆壁被薰得一片焦黑，原本是什麼顏色早就成了謎。這裡那裡到處都是裂縫，證明這地方已經破舊到不行。
Some of the stranger galactic riff-raff are seated at the bar. The bartender drops by occasionally to serve them. There seems to be a vacant spot at the right end of the bar.	吧檯上坐著幾個看起來更古怪的銀河雜牌混混，酒保三不五時過去招呼一下。吧檯右邊好像還有個空位。
It appears to be an electronic slot machine.	看起來是一台電子吃角子吃角子老虎。
There is a hip combo of green beings jamming. They only seem to be interested in playing music.	有個時髦的綠色生物小樂團正在即興演奏。他們看起來只對玩音樂有興趣。
There are a couple of non-galactic looking humanoids cranking out some unfamiliar sounding tunes. They seem interested solely in the music they are performing.	有兩個看起來一點都不像外星人的傢伙，正賣力演奏著讓人聽不慣的曲子。他們似乎只在乎自己演奏的音樂，其他一概不管。
They are not interested in you.	他們對你一點興趣都沒有。
There is nothing special about the stairs. They look like a standard gravity rebellion device.	這座樓梯沒什麼特別的，看起來就是一般的反重力裝置。
As you sip another of the odd brews, you overhear someone at the bar speaking: "There I was cruising through sector HH when I spot this blip on the scanner."	你又喝了一口那杯怪味飲料，這時聽見吧檯有人正在講：「當時我正在 HH 星區巡航，突然在雷達上看到一個亮點。」
"So, I head toward it, ya see, and right there in front of me sits the Deltaur. It's just sittin' there. My hearts start hyperwarping on me."	「所以，你知道的，我就朝那邊飛過去，結果代爾它號就這樣停在我正前方，動也不動。我那幾顆心臟當場就開始超速狂跳。」
"I figure my milliseconds are numbered. All I can think of doin' is getting my craft outta there. So, I'm reachin' for the throttle."	「我當下就知道自己命不久矣，毫秒都嫌多。我腦子裡只想著趕快把船開走，於是伸手就去抓油門。」
"All of a sudden there's this incredible flash of light, ya see. And just like that this little planetoid explodes into a ball of fire! I tell ya, I've never seen anything like it. I mauled the throttle and got outta there quick you bet."	「突然間一道強光閃過，你知道嗎？下一秒那顆小行星就直接炸成一團火球！我跟你講，我這輩子沒見過那種場面。我死命踩下油門，這才逃了出來，你放心。」
The bartender is only interested in selling his wares. He is of no help otherwise.	酒保只在乎把他的東西賣出去，除此之外沒什麼用。
You feel a strange tingling sensation. The taste of the beer doesn't seem to be bothering you so much now, hee, hee.	你感覺到一陣怪異的刺麻感。啤酒的味道現在好像沒那麼難以下嚥了，嘿嘿。
Oh my, you are starting to feel unstable.	哎呀，你開始覺得站不太穩了。
  I'mm nott ffeeling soo wunderfful.	        我我。..覺得不太太妙……
I knnoww therz a doorr hhere summware.	我我知道。..這附近附近好像有扇門……
      Pleeze stop movin th barr!	        拜託。..酒吧別再晃了啦！
The bartender is a compact looking gent. He seems to be about as friendly as the patrons.	這位酒保身材看起來精悍結實。他看起來跟這裡的客人差不多友善。
You don't have a good view from here.	你在這裡看不清楚。
You've never seen the likes of the patrons seated at the bar. They look fairly absorbed in their drinks.	你從沒見過吧檯這些客人這種模樣。他們看起來都很專注在自己的酒杯裡。
The sweeper is a small motorized device which scans the floor for debris and removes it within moments of detection. There is nothing special about it, otherwise.	這台清掃機是一個小型電動裝置，會掃描地板上的雜物，一偵測到就立刻清除。除此之外，沒什麼特別的。
No one here seems willing to acknowledge your presence. Maybe they're not too fond of humanoids.	這裡沒有人願意搭理你。看來他們不太喜歡人形生物。
The only thing you hear when attempting to eavesdrop is "Eat felch, humanoid!"	你想偷聽，結果只聽到一句：「去吃屎啦，人形生物！」
That act, while providing a means of venting frustration, serves only to cause you considerable pain when your toes scatter in directions they weren't designed to travel. Wise up, Space Cadet!	這樣做雖然能發洩一下情緒，你的腳趾卻會因此往奇怪的方向亂折，痛得要命。放聰明點，太空菜鳥！
It's not advisable to be trying anything aggressive here since you are out-numbered.	這裡人多勢眾，最好別想耍狠。
There are no surfaces on which to place your posterior other than the floor and you don`t want to do that.	這裡除了地板，沒有別的地方能放你的屁股——但你應該不會想坐地板吧。
"Wine? Did I say we have wine? Hey did you hear this humanoid? He wants wine! Get serious!"	「酒？我有說我們有酒嗎？嘿，你們聽到這個人形生物說什麼了嗎？他想喝酒耶！別鬧了！」
"Whatever you say."	「隨便你怎麼說。」
On the stage is one of the hottest bands in the quadrant.	舞台上是這個象限裡最紅的樂團之一。
Sorry, the machine is currently out of order. Please come again.	抱歉，這台機器目前故障中。請下次再來。
On stage are two heavily-bearded gents and a relatively clean-shaven drummer. They're one of the hottest bands in the quadrant.	舞台上有兩個大鬍子先生和一個算是有刮鬍子的鼓手。他們可是這個星區裡數一數二紅的樂團。
Gulp! Gulp!	咕嚕！咕嚕！
"You have one of those coupons, huh? Here's your 5 buckazoids and your free beer. Enjoy."	「你有那種折價券喔？來，這是你的5枚太空幣和免費啤酒，慢用。」
Just walk up close to the machine to play.	走近機器就能開始玩。
You don't have enough buckazoids.	你的太空幣不夠。
You have made a relatively decent purchase of a pre-owned sale item.	你買下了一件還算划算的二手特價品。
"That model is ideal for flight systems operations. It will pilot any modern fighter or cruiser. And, it is one of the most experienced droids we carry. I ask only 45 buckazoids for it (36 with coupon)."	「那款很適合用在飛行系統操作，能駕駛任何現代戰機或巡航艦。而且，它是我們這裡經驗最豐富的機器人之一。我只要45枚太空幣（有折價券的話36枚）。」
